ra,dec,parallax,pmra,pmdec,radial_velocity
271.70653034667424,-22.391039334470822,0.7921989282562288,0.676289498985129,-1.3356554223620458,-832.83154
270.99318688641256,-30.914503216254175,0.6757156261085119,4.4142103938017065,-0.41201886672883686,-807.5802
274.35315775986936,-21.860128924457467,3.0015638734962584,-2.4042607104113727,-0.284596272531734,-747.8372
273.5193384744724,-23.385775290540447,0.2000895913296096,-0.6678667191063752,-1.8398615833668845,-724.1967
272.21568909014223,-22.706603241185206,0.25636576388630145,0.4105648590960991,-2.5684952658411926,-691.9159
273.97165983125086,-21.902278411624284,0.5881473478851411,0.2674280458693846,-0.5920720664274247,-666.97675
273.74035703861057,-26.153308305981234,0.2285230468100712,-4.8017591605462355,-7.474058636447987,-665.05707
266.732732565998,-19.581734902061775,0.9185108878486261,-0.16280307947045977,0.20790372613113875,-660.1814
272.7449729469476,-21.217723773630773,0.5694131345079511,1.7185529182152828,-1.2787891231010255,-656.9936
269.5895210924395,-24.54458222298521,0.30130776719090047,-0.2572925442241044,-0.6726384908741636,-649.84503
269.76499813501454,-25.231765446338652,0.3802383093900827,-0.6832499105750319,-2.2846056035154563,-620.3186
268.60204177914954,-22.66077943439051,0.5663627820549592,7.661466286163237,1.167235806589217,-614.6578
271.90825558529616,-30.14471474831475,0.3555900758326735,1.1302544860927637,-5.3611593286748525,-588.9427
269.662321899134,-25.334736035979695,0.31821598043242943,-4.086097111900912,-0.015033514052653301,-552.063
266.0134252454642,-26.24427467385372,0.27697780665216,-2.4740275473690363,-0.36670340001822227,-550.36926
269.4334597165605,-23.809526342019765,0.33476476143106976,0.7984203893899405,-4.415414955239266,-542.06256
270.54728907141407,-24.233633170791894,0.38914835368501777,-0.7829955197681153,-2.8137179032334325,-507.55777
267.64420118262154,-19.81737745691214,1.1633658447222421,-4.085036935467646,-4.0758985196754605,-504.66006
268.68261415204324,-21.353184407161176,1.6003643379679466,-6.898418983096985,-5.268141522442798,-478.03806
262.8110498203896,-26.440917863041985,0.7003347710044014,3.3541025606942174,1.8926151286899053,-475.20715
269.2117935760813,-19.574964626486395,0.5764420151808516,1.6842688353422524,-4.475462738329735,-465.5445
273.2485271058215,-23.081239081828734,0.36546230240412736,-3.24799218392616,-2.8922264108329663,-465.45288
272.40916582460187,-21.196016780459697,0.7619747500855926,1.0043493567934894,-1.1874290891202257,-464.50836
268.8790921757142,-23.3337683432584,0.6208182728062199,0.01866863070148551,-1.823078152084724,-453.2046
272.1649708273492,-21.804210747444696,0.5764501612233414,0.4079553438746132,1.0812456806883544,-446.04733
273.6290521720533,-26.95644987077526,0.20105112737166791,4.854000833158946,-11.604772081813728,-442.8795
268.24627433423956,-20.836455805457813,0.5084787139923188,-1.03074011814493,-0.40734812576727053,-434.40918
272.6460203419102,-25.25726148051914,0.22687195828471934,-2.1122586849586646,-7.6187875905919915,-424.98224
273.0556997267963,-25.300247513156485,0.20773210377566942,-1.7878773826417131,0.9345963160267002,-420.37418
265.5712277848835,-23.83849317420137,0.2898869553242543,-4.42781953409427,-8.857613751562297,-416.775
266.64340977923416,-19.942844261621232,0.2121354944558887,-5.829744955903533,-5.73067477097705,-414.31763
271.3712453328601,-24.301729066210388,0.24380892394000148,-4.459913636183994,-12.84044192007569,-403.14642
265.1701493805992,-24.625114565178226,0.2470185486219621,-13.116327826031581,-7.89601074459665,-397.2598
272.6757030746515,-25.772925152899923,0.2166824745245753,4.5743055625136355,-12.941700101988058,-396.9099
267.7096066507068,-19.595344905404385,0.740800580998313,-0.42094399868117766,-0.13509848055528717,-396.26144
266.68872799020124,-26.056299158181414,3.468362561947647,12.669794018003236,-17.641105008241514,-395.19165
263.96861592960005,-26.844611386665367,0.30048450061444953,-0.6057900303268056,-3.555501589978828,-389.13
266.18753141283275,-23.954237956865917,0.35633931445988176,-2.3420153828601444,-1.633520880739514,-383.8929
264.00021309002693,-23.78298038796543,0.4849794162137776,-1.0579044078104403,0.16540913462605947,-383.12537
266.86603519607013,-20.793530981323315,0.20697056049969367,-2.1329161764101845,-2.7071601456839294,-373.81894
273.79755448795964,-27.32771418281345,0.2312118601788089,-5.543676461060658,-8.131367968626986,-370.83508
268.44980615027345,-25.892372730675643,0.3591915639040529,-0.08779812058169212,-0.9657265031996406,-370.5079
267.26691095893676,-23.429801103552382,0.20556885838676495,-5.742849818687605,-2.838790623403665,-364.43427
265.81010970125953,-22.065132266024346,0.22816635033762178,-3.448379677461371,-3.9790338796335756,-364.3234
270.57445343891607,-26.433097333958468,0.29196281420931164,-2.341286316552892,-9.834822004511336,-359.5564
270.91024137628733,-24.37544938041179,1.3704308659278728,4.811635188706331,-1.8298768690419451,-355.03772
267.0914127996971,-24.296801965104205,0.20064710319937087,0.2134670462144874,-6.162336595745057,-353.1828
268.74314908266973,-25.88097197043404,0.3281037425388308,-0.021353014335232335,-0.881219283442008,-353.04572
267.48279358344155,-19.85567071668168,1.9334571234573237,7.120646041909169,5.840179922960795,-344.4845
271.35537034281316,-23.198200693006367,0.377376694405558,4.418696286967548,-24.517513106785394,-340.01398
276.2955506505696,-22.475409182984663,0.27861503565973395,-19.402729697641597,-12.277117533436867,-337.11972
265.1132335287829,-27.084298258615874,0.6082756016225521,-3.4444592227220445,-7.2490657912544565,-335.2246
267.4410991978889,-18.72803593191882,0.22598995566852503,-2.0032052286796582,-11.851862429871007,-334.701
272.2211621998374,-26.075508528180425,0.3190180319157067,0.6575688799556532,-9.095073057155206,-332.3941
268.5901942096907,-19.910973986724844,0.33227780738854296,-6.783439182629716,-7.452718506457257,-331.17905
264.383436817703,-23.6047969259315,0.20533676423165198,-12.160854641389896,-13.11044607464741,-327.23416
269.069642220014,-19.034774191871513,0.3140495067356103,-6.332396345726614,-5.472718230152482,-322.25272
266.2504966148614,-25.710335582005992,0.23339697761002273,-5.890293316421958,-4.849865630489622,-318.73636
264.93024279928926,-23.99175545971143,0.2323209406231101,-5.33278697956469,-1.1670254156863364,-317.95032
266.5669490504223,-23.697940832284512,0.2549960942529803,-4.92455956449815,-7.431389386797744,-317.43805
265.14701587516515,-27.35122491801811,0.7091355830172195,0.5208514018574718,-3.7119283781566867,-316.74576
269.9584540854506,-20.33128064516945,0.749120150483874,-14.805381997702806,-4.391357765184361,-315.52707
264.83613196625276,-25.55846134555601,0.3873157228583272,0.4406225143849195,0.5278239263668743,-314.03528
270.2984816630182,-27.877115227780905,0.6924716649763373,-3.492943553063564,-3.0647816804702153,-313.20248
272.62025555485553,-28.24349390778223,0.9678886786813975,-4.1889267421905,-47.51271536573263,-311.46225
268.7338748074037,-19.662275809666312,0.2086993792956523,-0.20352581036924405,1.1545767563279743,-304.47983
272.0472467152313,-26.688776044094638,2.9558908279047955,-10.750505289845085,-3.0599952748738715,-302.99673
265.8051296240753,-24.910566507406628,0.3559943345931356,-0.2041998198542714,-6.835961544252798,-302.5976
266.8301030932481,-23.9105081339056,0.22223378082507228,-2.603967406644353,-4.771836421825977,-301.4313
266.6567381469035,-25.82145849732086,0.22883612273963527,1.4866142463491205,-4.174224512661797,-299.04337
266.0772816256614,-26.649343919829242,0.40410151745349454,-3.9951076435174184,1.6312469044021496,-298.37637
266.4495418107911,-25.840064149500236,0.2979492136451213,-1.1599821124037464,-5.060807623285959,-297.86386
268.8530280814541,-26.14129290868217,0.32743177743452734,-4.186481281741036,-11.980042892744269,-296.7676
265.0530435012068,-26.639516820238917,0.9549281524668874,-1.2626218130652864,-7.3647753850627105,-296.51752
270.73967133728974,-22.745197645837102,0.4758183427452138,0.7482695359436107,-0.8140283180550871,-296.35403
264.1661718097141,-26.177765680336787,0.2534023136896102,-3.406950500533593,-4.660085240298553,-295.9211
269.85002266453193,-23.684194846445664,1.1695574321962316,1.3557288137746835,0.16053975541593332,-293.98654
269.4201901239796,-28.829568542211526,0.31963762439409016,-6.453412996406978,-3.7831237960891455,-293.97668
268.32047815848034,-27.355558910974413,0.3892920110453365,0.45717749773757244,-0.36502071652537005,-293.93665
268.56916618321964,-28.20108122724619,0.23477790426380474,-2.225576252212099,-4.359604945719341,-293.40527
263.1492003901473,-24.697907184606457,0.2954419410481255,-11.697200558874334,-1.560224688614098,-292.476
268.2654192825501,-28.849372103871698,0.32580968119490034,-0.9911912383953718,-8.575781000285739,-291.77292
269.6105129464673,-19.542462026742985,0.21998229579956288,-4.363333506013012,-15.148831293731654,-291.4923
265.659669455364,-23.380292783375506,0.2350091860933012,-0.4014187656657167,0.4782661719309865,-291.42264
270.2604207107511,-24.38416039660773,0.3020491782848139,-0.16371170995475282,-0.8062707525142436,-290.76828
269.50876268493295,-28.450924315403373,0.24548718152101334,-5.523361023929644,-14.412827663278776,-288.67804
265.2928837720931,-25.997113709955187,0.2623051719960283,-3.4301511098092146,-5.257037809180918,-287.89905
269.96286966614525,-20.32324893614405,0.5448684533345186,0.3979421624488274,-1.025703504050319,-286.6734
264.9173117561369,-25.461925209683823,0.21478462966738307,-2.515055857672852,-4.483903036586356,-286.50928
268.19308794859114,-22.51816264572751,0.5517676399587123,-0.5111583555634226,-3.9357407357574234,-286.33142
266.7899059722871,-28.773941731052506,0.28727078188137856,0.44072658090521877,-1.8026251552136312,-285.3478
271.40276749581324,-24.850597612894287,0.61789512089452,1.3139230617911166,-0.22008432256361188,-285.0893
269.72442433629783,-21.785683308354546,0.8753984260370793,-1.877452097539627,-6.040233547108286,-283.08475
266.33857247634995,-21.878049495229007,0.24246411299099904,-3.8453132112408324,-4.11191819253949,-282.08194
269.7212282811417,-27.200961621610926,0.20075874033125965,0.7098404884670334,-4.762454457659181,-281.73502
268.8170249768632,-19.440931347700843,0.24011897107215485,-11.122395294854599,-12.400556439119002,-281.49777
273.70303621693927,-21.669530405392873,0.35797279247997804,-10.935297648424152,-24.529219569171968,-280.8098
269.6795221164184,-28.790047513650933,0.20984290284584675,-1.1370658748453348,-3.1819144694520585,-280.66895
264.73093235198303,-27.91983579661457,0.20149944172742568,-3.221084376850263,-5.009719040683419,-280.0639
272.37568857044204,-23.329072372580715,0.565151735334707,0.6989601439575042,-0.758325632032344,-279.944
271.090239249252,-22.38921286543077,0.3190259612068435,-0.6588003276674896,-2.015253522912787,-279.31912
264.99555589183234,-25.992153563984225,0.2166111427068959,-2.2273240647525787,-6.322022878932994,-278.8793
264.9142310522708,-21.69134448947814,0.22034729133000677,-4.690439315479715,-7.208231639390017,-278.563
266.2149618338369,-25.840161162591226,0.2230593424225874,-4.146530601002015,-5.088917531916477,-277.0657
266.0818288247666,-26.324060830825537,0.2348972063211667,-3.5258464651283696,-7.11113521183508,-276.96973
273.12647926558793,-25.04814906885589,1.7641318296328696,-0.090158441095925,2.1273695797362233,-276.64087
265.751596492942,-23.58858916850054,0.9865807114397308,1.8446612087714163,-6.174584027635007,-274.3156
264.3806873209546,-27.061310148622546,0.538407843957405,0.7481800885757784,0.8378864136005725,-273.93988
269.3600985144276,-29.364682590010943,0.5636758767204207,1.526022859385326,-6.702634134243695,-273.82993
265.0955652231911,-27.341463862455665,0.23149256677650332,-1.6062492136111053,-2.0892786102606626,-273.51483
269.139157760043,-29.20187469055386,0.825411136044483,-9.860209493901886,3.400381955618573,-273.14728
269.5260176155159,-30.269554755905705,0.22379519040701068,-3.0140799925392945,-7.795929830828977,-272.89825
264.7350084333673,-27.536933849321215,0.20135770176334367,-1.1297113843477602,-4.91471310264644,-272.59424
266.09122358941397,-24.070586885232405,0.8023426005453186,3.231203322782269,-1.7438409397179153,-272.59097
271.25278139284467,-26.18645962542269,0.6806184765782928,-5.544525811532946,-12.277266220933868,-270.88492
271.82006004881373,-30.56592187145435,0.5504432922232472,2.0742782881208215,-4.5855044588695515,-270.7254
267.65233540670744,-29.585139187660868,0.20907708929322416,-4.428996816519076,-3.72799883632991,-269.86517
269.435329179969,-20.487212729619053,1.059881085674784,-3.503799215990517,-2.73909658304075,-269.768
265.8913927189425,-26.44292794189781,0.24479811123240947,-3.039505384600489,-10.748735988046061,-269.651
265.79335428329586,-26.405775552106128,0.5119013213873004,0.6337006083896292,-1.999034305285361,-269.24237
269.7534190252192,-30.52337508245001,0.8948488653767295,0.2430491664937464,0.8827935805645407,-268.78586
265.8182687833792,-26.453673948371765,0.33094692510053036,-6.018588320895217,-4.052461769674404,-267.7824
265.62533788901413,-26.96993731027003,0.23089809313245196,-2.5687366983599365,-6.531395532200813,-266.30917
268.92332874597747,-29.9806318485284,0.3897387054081334,-0.7967860104360519,-8.173350130102605,-265.7462
275.27117090472314,-23.333926857832267,1.102546209698974,-4.377055058506951,-4.0055487847011735,-265.39145
266.73544968735257,-22.837642359479375,0.24965359933540077,-5.390317419213192,-8.136938481321671,-264.81345
266.6932257530505,-25.567882209927394,0.21161611817929643,-7.077151994047024,-3.3900267854071755,-264.55984
265.06002802648516,-23.63146114026462,11.865455846541849,-2.1017805301331114,3.6547664278379473,-264.40646
267.1593077880674,-18.28494134591352,0.3201129309345239,0.5664338303801378,-6.14796461839219,-264.1039
263.8437117961039,-27.408910320722537,0.5848802040465565,-5.775142891825255,-1.155813166620338,-264.02777
270.9291190374806,-22.09132069467155,1.0867792776341985,-31.656782852557363,1.7079917811476055,-263.93915
266.223896176924,-23.748796988255712,0.5870255143804834,-0.745610284816323,-1.5445290527595028,-263.71146
264.7702460542209,-22.243715842901732,6.06805919007468,-37.32727119679817,-367.4982602337463,-263.5961
265.3465302810279,-27.585967535204027,0.2177456522068525,-6.208257468640067,1.3755656798113824,-263.57233
266.1708699896839,-26.245406913489166,0.2297755529393474,-2.7063417270186023,-2.8701249524569024,-263.2918
